Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Innate,1,"Slayer Change","SPIN783","Slayer Enemy","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
Innate,1,"Slayer Change","SPIN717","Slayer Change Cut Scene","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
Innate,1,"Sleep","SPIN892","Sure Sleep","Sleep
(Enchantment/Charm)

Level: 1
Range: 60 ft.
Duration: 5 rounds/level 
Casting Time: 1 
Area of Effect: 30-ft. radius
Saving Throw: Neg.

When a wizard casts a Sleep spell, <PRO_HESHE> causes a comatose slumber to come upon one or more enemies (other than undead and certain other creatures specifically excluded from the spell's effects). All creatures to be affected by the Sleep spell must be within a 30-ft. radius. Creatures in the area of effect must make a Saving Throw vs. Death with a -3 penalty or fall asleep. Monsters with 5 Hit Dice or more are unaffected. Attacks against sleeping opponents never miss.",No Description
Innate,1,"Slow Poison","SPIN102","","Slow Poison
(Necromancy)

Level: 2
Sphere: Healing 
Range: Touch 
Duration: Instant
Casting Time: 1 
Area of Effect: 1 creature 
Saving Throw: None 

When this spell is placed upon a poisoned individual, it greatly slows the effects of venom, actually neutralizing all but the most deadly poisons.",No Description
Innate,1,"Snake Gaze","SPIN784","Snake Gaze",No Description, No Description
Innate,1,"Spell Sequencer","SPWI710P","Wizard Spell Sequencer","Spell Sequencer
(Invocation/Evocation)

Level: 7
Range: 0
Duration: Permanent
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell allows a wizard to store three spells and activate them all at the same time from <PRO_HISHER> Special Ability button. All spells must be of 4th level or lower. To create a sequencer, a Mage must memorize not only Spell Sequencer but also the spells <PRO_HESHE> intends to store in it (a Sorcerer can store spells of any level for which <PRO_HESHE> still has spell slots). After casting Spell Sequencer, the player will be prompted to choose the sequenced spells from those <PRO_HESHE> has memorized.

A sequencer lasts until activated and, once used, releases its spells immediately (no casting time). The Special Ability icon also disappears until the next time a sequencer is formed. A wizard can possess only one Spell Sequencer at a time, and it may not be given to other characters.",No Description
Innate,1,"Spell Sequencer","SPWI710D","Wizard Spell Sequencer","Spell Sequencer
(Invocation/Evocation)

Level: 7
Range: 0
Duration: Permanent
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell allows a wizard to store three spells and activate them all at the same time from <PRO_HISHER> Special Ability button. All spells must be of 4th level or lower. To create a sequencer, a Mage must memorize not only Spell Sequencer but also the spells <PRO_HESHE> intends to store in it (a Sorcerer can store spells of any level for which <PRO_HESHE> still has spell slots). After casting Spell Sequencer, the player will be prompted to choose the sequenced spells from those <PRO_HESHE> has memorized.

A sequencer lasts until activated and, once used, releases its spells immediately (no casting time). The Special Ability icon also disappears until the next time a sequencer is formed. A wizard can possess only one Spell Sequencer at a time, and it may not be given to other characters.",No Description
Innate,1,"Spell Sequencer","SPWI420P","Wizard Minor Sequencer","Spell Sequencer
(Invocation/Evocation)

Level: 7
Range: 0
Duration: Permanent
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell allows a wizard to store three spells and activate them all at the same time from <PRO_HISHER> Special Ability button. All spells must be of 4th level or lower. To create a sequencer, a Mage must memorize not only Spell Sequencer but also the spells <PRO_HESHE> intends to store in it (a Sorcerer can store spells of any level for which <PRO_HESHE> still has spell slots). After casting Spell Sequencer, the player will be prompted to choose the sequenced spells from those <PRO_HESHE> has memorized.

A sequencer lasts until activated and, once used, releases its spells immediately (no casting time). The Special Ability icon also disappears until the next time a sequencer is formed. A wizard can possess only one Spell Sequencer at a time, and it may not be given to other characters.",No Description
Innate,1,"Spell Sequencer","SPWI420D","Wizard Minor Sequencer","Spell Sequencer
(Invocation/Evocation)

Level: 7
Range: 0
Duration: Permanent
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell allows a wizard to store three spells and activate them all at the same time from <PRO_HISHER> Special Ability button. All spells must be of 4th level or lower. To create a sequencer, a Mage must memorize not only Spell Sequencer but also the spells <PRO_HESHE> intends to store in it (a Sorcerer can store spells of any level for which <PRO_HESHE> still has spell slots). After casting Spell Sequencer, the player will be prompted to choose the sequenced spells from those <PRO_HESHE> has memorized.

A sequencer lasts until activated and, once used, releases its spells immediately (no casting time). The Special Ability icon also disappears until the next time a sequencer is formed. A wizard can possess only one Spell Sequencer at a time, and it may not be given to other characters.",No Description
Innate,1,"Spell Trigger","SPWI809D","Wizard Spell Trigger","Spell Trigger
(Invocation/Evocation) 

Level: 8
Range: 0 
Duration: Permanent
Casting Time: 9
Area of Effect: The caster 
Saving Throw: None 

This spell allows a wizard to store spells in a magical ability (accessed via the Special Ability button) that is created by the spell. This item, the trigger, can store three spells to be released simultaneously, all of which must be of 6th level or lower. A wizard can only possess one spell trigger at a time, and the trigger may not be given to other characters. Once the spell trigger is used, the icon will disappear from the Special Ability button.",No Description
Innate,1,"Spirit Ward","SPCL940","Shaman Spirit Form","Spirit Ward
(Abjuration)

Level: 1
Sphere: Wards
Range: Touch
Duration: 3 rounds/level
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: None 

This spell surrounds the recipient with a magical barrier at a distance of one foot. Spirits, fey creatures, elementals, and spectral undead receive a penalty of -2 to hit when attacking the protected creature. In addition, the recipient gains a +3 bonus to Saving Throws against all spells that belong to the Enchantment school. This spell cannot be cast on spirits, fey creatures, elementals, or spectral undead.",No Description
Innate,1,"Spiritual Hammer","SPIN113","","Spiritual Hammer
(Invocation)

Level: 2
Sphere: Combat
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 5
Area of Effect: Special
Saving Throw: None 

By calling upon <PRO_HISHER> deity, the caster of a Spiritual Hammer spell brings into existence a magical hammer, which <PRO_HESHE> can use for the duration of the spell. It strikes as a magical weapon with a bonus of +1 for every 6 experience levels (or fraction) of the caster, up to a total of +3 to the attack roll and +3 to the damage roll for a 13th-level caster. The base damage inflicted when it scores a hit is exactly the same as a normal war hammer (1d4+1 vs. opponents of man-size or smaller and 1d4 upon larger opponents, plus the magical bonus).",No Description
Innate,1,"Squirrels","SPWM107","",No Description, No Description
Innate,1,"Squirrels","SPWM104","",No Description, No Description
Innate,1,"Strength","SPIN826","Mazzy Strength","Strength
(Alteration)

Level: 2
Range: Touch 
Duration: 1 turn/level 
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None 

Application of this spell sets the Strength of the character to 18 and then adds a +50% bonus on top of this. The character receives any strength bonuses appropriate. For example, if a character has between 18/50 and 18/00 Strength, then <PRO_HISHER> Strength will just be set to 18/00. If a character has a Strength between 18/01 and 18/50, then <PRO_HISHER> Strength will become 18/50 + original percentage. If <PRO_HISHER> Strength is less than 18, then it will just become 18/50. However, this spell will actually lower a character's Strength if it is already 19 or more.",No Description
Innate,1,"Strength Increase","SPIN764","Hell Gain Str",No Description, No Description
Innate,1,"Summon Dread Wolf","SPIN114","","Summon Dread Wolf

Faldorn's connection to nature manifests in an ability to call upon a powerful dread wolf. The wolf will follow Faldorn's commands until slain or after 2 hours.",No Description
Innate,1,"Summon Ghast","SPIN115","","Summon Ghast

No one knows just how Tiax managed to learn this particular bit of necromancy, perhaps because it seems an odd question to ask while being mauled by one of his creations. The spell summons a feral ghast, which remains for 2 hours to serve Tiax's bidding before returning to dust.",No Description
Innate,1,"Vampiric Touch","SPDM108","","Vampiric Touch 
(Necromancy)

Level: 3
Range: Touch
Duration: Instant 
Casting Time: 3 
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, the target loses 1d6 Hit Points for every 2 caster levels, to a maximum drain of 6d6 for a 12th-level caster. These Hit Points are added to the caster's current Hit Points, with any Hit Points over the caster's normal maximum treated as temporary additional Hit Points. The temporary Hit Points last for 1 hour.

Note: This spell may not be cast multiple times to radically increase the caster's Hit Points. The caster must wait for the first Vampiric Touch spell to run its course before casting another.",No Description
Innate,1,"Vampiric Touch","SPWI314A","Wizard Vampiric Touch","Vampiric Touch 
(Necromancy)

Level: 3
Range: Touch
Duration: Instant 
Casting Time: 3 
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, the target loses 1d6 Hit Points for every 2 caster levels, to a maximum drain of 6d6 for a 12th-level caster. These Hit Points are added to the caster's current Hit Points, with any Hit Points over the caster's normal maximum treated as temporary additional Hit Points. The temporary Hit Points last for 1 hour.

Note: This spell may not be cast multiple times to radically increase the caster's Hit Points. The caster must wait for the first Vampiric Touch spell to run its course before casting another.",No Description
Innate,1,"Vampiric Touch","SPIN106","","Vampiric Touch 
(Necromancy)

Level: 3
Range: Touch
Duration: Instant 
Casting Time: 3 
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, the target loses 1d6 Hit Points for every 2 caster levels, to a maximum drain of 6d6 for a 12th-level caster. These Hit Points are added to the caster's current Hit Points, with any Hit Points over the caster's normal maximum treated as temporary additional Hit Points. The temporary Hit Points last for 1 hour.

Note: This spell may not be cast multiple times to radically increase the caster's Hit Points. The caster must wait for the first Vampiric Touch spell to run its course before casting another.",No Description
Innate,1,"Wild Magic Zone","SPIN778","Wild Magic Zone",No Description, No Description
Innate,1,"Wisdom Increase","SPIN762","Hell Gain Wis",No Description, No Description
Innate,1,"Word Of Power","SPIN758","Player1 Word Of Power",No Description, No Description
Innate,1,"Word Of Power","SPIN757","Irenicus Word Of Power",No Description, No Description
Innate,2,"Agannazar's Scorcher","SPIN987","Beholder Agannazar Scorcher",No Description, No Description
Innate,2,"Blur","SPIN943","Mephit Blur",No Description, No Description
Innate,2,"Blur","SPDM102","","Blur 
(Illusion/Phantasm)

Level: 2
Range: 0
Duration: 4 rounds + 2 round/level
Casting Time: 2
Area of Effect: The caster
Saving Throw: None 

When a Blur spell is cast, the wizard causes the outline of <PRO_HISHER> form to become blurred, shifting and wavering. This distortion causes all missile and melee combat attacks against the caster to be made with -3 penalties. The wizard also gains a +1 to all of <PRO_HISHER> Saving Throws.",No Description
Innate,2,"Boiling Rain Storm","SPIN927","Mephit Rainstorm","Boiling Rain Storm
This ability calls down a rain of noxious, boiling water. Enemies in the area take 2d6 poison damage and must save vs. Breath Weapon or be stunned for 1 round.","Boiling Rain Storm
This ability calls down a rain of noxious, boiling water. Enemies in the area take 2d6 poison damage and must save vs. Breath Weapon or be stunned for 1 round."
